index,time,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
14046,2014-03-30,3,3,3,3,1,1,1,1,3,0,3,3,0,3
14045,2014-03-29,3,1,1,1,0,1,1,3,1,3,3,1,3,1
14044,2014-03-27,0,1,3,3,0,3,3,0,3,0,3,3,3,3
14043,2014-03-26,3,3,3,1,3,1,3,0,0,3,3,3,3,1
14042,2014-03-24,0,0,3,0,3,3,0,0,1,0,3,0,0,1
14041,2014-03-23,0,3,3,3,3,3,0,3,0,0,3,1,3,3
14040,2014-03-22,3,1,1,0,0,0,1,1,3,3,3,1,3,0
14039,2014-03-21,1,3,3,3,0,3,1,0,3,3,1,0,0,1
14038,2014-03-17,0,0,3,0,0,3,3,0,3,0,3,3,3,3
14037,2014-03-16,3,3,3,3,1,0,3,0,1,0,0,1,3,0
14036,2014-03-15,0,0,3,0,1,1,3,0,1,0,*,3,3,3
14035,2014-03-14,1,0,3,1,3,3,1,3,0,3,0,1,3,0
14034,2014-03-11,0,1,3,1,3,3,0,3,3,0,3,1,0,3
14033,2014-03-09,3,0,1,3,0,3,1,1,1,0,0,3,3,0
14032,2014-03-08,3,3,3,0,0,1,1,3,3,3,3,1,0,3
14031,2014-03-06,0,1,1,3,3,1,1,1,3,0,3,3,3,3
14030,2014-03-03,1,3,3,0,3,1,0,1,0,0,1,3,3,3
14029,2014-03-02,3,0,0,0,3,0,3,1,1,3,3,1,3,1
14028,2014-03-01,1,3,3,3,3,3,1,1,0,3,3,1,3,3
14027,2014-02-28,0,1,3,1,3,0,3,1,1,1,3,3,3,0
14026,2014-02-27,0,1,0,3,3,3,3,3,3,1,0,3,0,1
14025,2014-02-24,3,3,3,1,0,3,1,0,1,3,3,3,3,0
14024,2014-02-23,3,0,3,1,3,0,3,1,0,0,3,3,3,3
14023,2014-02-22,1,3,0,0,1,3,1,1,0,1,3,0,3,3
14022,2014-02-21,1,3,0,0,0,3,0,0,1,1,1,1,0,1
14021,2014-02-17,3,3,3,0,0,0,0,1,3,0,3,0,0,1
14020,2014-02-16,0,*,3,3,3,3,3,1,0,0,3,3,3,0
14019,2014-02-15,3,3,1,1,3,1,3,1,0,3,3,3,1,3
14018,2014-02-13,1,0,3,1,1,1,*,*,0,0,0,1,0,0
14017,2014-02-10,1,0,3,0,1,1,1,3,3,0,1,1,*,1
14016,2014-02-09,0,3,3,1,1,0,3,0,3,1,3,0,0,3
14015,2014-02-08,0,0,0,1,3,1,1,0,3,0,3,1,3,1
14014,2014-01-29,3,1,1,3,3,3,3,1,0,1,3,3,1,1
14013,2014-01-27,1,0,3,0,3,3,1,1,1,0,3,0,3,3
14012,2014-01-26,3,1,3,0,0,3,1,1,3,3,1,0,1,1
14011,2014-01-25,0,3,1,3,0,1,3,1,1,0,3,3,1,0
14010,2014-01-24,3,0,3,0,0,1,0,3,1,1,0,0,3,0
14009,2014-01-20,0,3,0,3,1,0,3,0,3,1,3,1,0,3
14008,2014-01-19,3,3,3,3,0,1,3,3,0,3,1,3,0,*
14007,2014-01-18,1,3,0,3,0,3,0,1,3,1,0,0,3,3
14006,2014-01-13,0,0,1,3,3,0,0,3,0,0,3,3,0,0
14005,2014-01-12,0,3,0,3,3,3,0,1,0,1,0,1,3,3
14004,2014-01-11,3,3,1,3,1,1,1,1,0,3,1,0,3,3
14003,2014-01-07,1,3,3,3,3,3,3,3,0,3,3,3,3,3
14002,2014-01-05,0,3,3,1,0,3,1,0,3,3,0,1,3,3
14001,2014-01-02,3,1,3,3,0,1,0,3,0,3,0,0,3,1
13185,2013-12-30,1,3,3,0,1,3,0,3,3,0,1,3,1,1
13184,2013-12-27,0,0,3,0,3,0,1,0,3,1,3,3,1,3
13183,2013-12-23,0,0,1,3,0,3,3,1,0,3,0,0,1,3
13182,2013-12-22,0,0,3,3,1,1,0,3,0,3,3,1,0,1
13181,2013-12-21,1,1,0,3,0,0,3,3,3,3,0,1,3,1
13180,2013-12-20,0,3,1,3,0,3,1,3,3,0,3,3,3,3
13179,2013-12-16,0,1,0,0,0,3,1,1,3,0,3,3,1,3
13178,2013-12-16,3,3,3,1,1,1,3,3,1,1,1,3,1,3
13177,2013-12-14,3,0,3,1,3,3,0,0,1,1,1,3,1,0
13176,2013-12-13,1,3,0,3,3,1,3,3,0,1,0,1,3,1
13175,2013-12-12,3,0,0,3,3,0,3,3,3,3,0,3,3,1
13174,2013-12-09,3,1,0,0,3,3,3,3,0,1,3,1,0,3
13173,2013-12-08,3,3,1,3,0,0,3,0,0,3,0,0,1,1
13172,2013-12-07,1,1,0,1,0,0,1,1,0,0,1,0,3,3
13171,2013-12-05,3,0,0,1,0,3,0,0,1,0,0,3,0,3
13170,2013-12-04,3,1,3,3,3,3,1,0,3,0,0,3,3,0
13169,2013-12-02,3,3,3,3,3,3,1,1,1,3,0,3,3,3
13168,2013-12-01,1,0,3,3,3,3,3,3,0,1,1,3,0,3
13167,2013-11-30,1,0,0,0,3,1,0,3,0,3,1,1,3,1
13166,2013-11-29,3,1,0,1,3,0,0,3,0,0,0,1,0,3
13165,2013-11-28,1,3,1,3,3,3,0,0,0,3,3,3,3,3
13164,2013-11-25,3,1,3,0,0,3,1,3,3,1,0,3,3,0
13163,2013-11-24,3,0,0,3,3,0,1,0,1,3,0,0,3,0
13162,2013-11-23,0,0,0,3,0,0,0,3,3,0,1,0,0,1
13161,2013-11-20,3,0,3,3,1,3,1,0,0,3,1,3,0,3
13160,2013-11-16,3,1,3,3,3,0,1,3,0,1,1,3,3,3
13159,2013-11-11,3,3,3,0,1,1,3,3,1,3,3,1,1,0
13158,2013-11-10,3,1,1,3,3,3,3,3,3,0,3,3,3,3
13157,2013-11-09,1,3,0,3,0,3,1,0,3,0,3,3,0,3
13156,2013-11-08,1,3,0,3,0,0,3,3,1,1,1,0,3,3
13155,2013-11-07,1,1,3,1,3,1,0,3,1,3,0,3,3,3
13154,2013-11-04,1,3,3,3,3,0,0,0,1,3,0,3,1,3
13153,2013-11-03,0,3,3,1,3,1,3,0,3,0,0,0,0,0
13152,2013-11-02,3,0,1,3,3,3,3,3,1,1,0,3,3,3
13151,2013-10-31,1,0,1,1,3,3,3,0,1,0,0,1,3,3
13150,2013-10-28,3,1,3,0,3,1,3,3,0,3,3,3,3,1
13149,2013-10-27,0,3,3,1,3,3,3,0,3,0,3,3,3,3
13148,2013-10-26,1,0,1,0,0,0,1,0,3,3,3,3,3,3
13147,2013-10-25,1,1,3,3,1,0,3,1,1,1,3,0,3,3
13146,2013-10-24,0,0,0,0,0,1,3,0,3,3,3,1,0,3
13145,2013-10-21,0,1,0,3,0,3,3,3,1,0,1,0,3,1
13144,2013-10-20,3,3,3,1,1,3,0,3,0,1,3,1,3,3
13143,2013-10-19,0,1,3,3,3,3,0,1,3,0,3,3,0,3
13142,2013-10-16,1,3,0,1,0,3,0,1,3,3,1,3,3,3
13141,2013-10-12,0,1,0,3,3,0,3,0,3,0,1,3,3,3
13140,2013-10-07,0,1,0,1,0,1,3,1,3,3,1,3,3,1
13139,2013-10-06,0,3,1,3,0,3,3,1,1,0,1,0,0,3
13138,2013-10-05,1,3,0,0,3,0,1,3,1,3,3,3,3,1
13137,2013-10-04,0,0,3,1,1,1,1,1,0,3,0,1,3,0
13136,2013-10-03,0,0,3,3,0,1,0,3,3,1,1,3,3,0
13135,2013-09-30,0,1,0,3,1,1,3,3,3,3,0,0,1,1
13134,2013-09-29,3,0,0,0,3,3,3,3,1,3,1,3,0,0
13133,2013-09-28,1,3,3,0,1,1,1,3,0,3,1,1,3,0
13132,2013-09-26,3,3,3,0,1,3,3,1,0,1,1,0,3,0
13131,2013-09-25,0,0,3,1,1,3,0,3,3,1,3,3,3,3
13130,2013-09-23,3,3,0,1,1,0,3,0,3,0,1,3,3,1
13129,2013-09-22,0,0,3,0,3,1,0,0,0,3,3,1,0,0
13128,2013-09-21,3,3,1,0,3,0,3,1,3,3,1,0,1,3
13127,2013-09-20,0,3,1,3,3,0,0,0,1,1,3,3,3,0
13126,2013-09-19,3,0,1,0,0,3,0,0,3,0,3,3,3,3
13125,2013-09-16,1,3,1,3,3,3,1,0,3,3,3,3,0,1
13124,2013-09-15,0,1,1,1,0,3,3,3,3,3,0,0,3,1
13123,2013-09-14,0,0,3,1,3,1,1,3,1,3,1,1,1,3
13122,2013-09-11,0,0,3,0,3,0,0,0,0,0,1,0,0,0
13121,2013-09-09,3,3,0,3,3,0,1,3,1,3,3,0,3,1
13120,2013-09-07,0,0,3,0,1,3,3,0,3,1,0,1,3,1
13119,2013-09-02,3,0,3,3,3,1,0,0,3,0,1,0,0,1
13118,2013-09-01,1,3,3,0,3,0,3,3,3,3,3,1,3,0
13117,2013-08-31,1,3,1,0,0,1,0,3,1,3,1,3,1,3
13116,2013-08-30,3,0,1,0,1,3,3,3,0,0,0,3,3,0
13115,2013-08-29,1,3,3,3,0,1,0,3,3,3,0,3,1,1
13114,2013-08-26,3,3,3,0,3,1,3,3,3,3,0,0,1,0
13113,2013-08-25,1,3,1,1,3,0,3,3,3,3,1,3,3,1
13112,2013-08-24,3,3,1,3,1,3,1,3,1,3,1,3,1,1
13111,2013-08-23,0,0,0,0,0,1,3,0,3,3,3,0,3,3
13110,2013-08-22,1,3,3,1,3,0,1,0,0,0,1,1,0,1
13109,2013-08-19,3,3,0,3,0,0,0,3,0,3,1,3,1,1
13108,2013-08-18,0,1,0,0,3,0,0,0,0,0,3,3,3,3
13107,2013-08-17,1,0,1,1,3,0,1,3,0,3,3,1,0,3
13106,2013-08-15,1,3,0,1,0,0,3,0,1,1,3,1,0,3
13105,2013-08-12,1,3,0,0,0,3,3,0,1,0,0,1,3,3
13104,2013-08-11,3,0,3,3,1,0,1,0,3,3,3,3,3,1
13103,2013-08-10,3,0,0,3,1,0,1,0,1,3,1,0,3,3
13102,2013-08-09,3,3,0,3,0,1,0,1,3,1,0,1,1,3
13101,2013-08-08,0,1,1,1,1,0,3,3,1,0,0,3,1,1
13100,2013-08-05,3,1,0,3,0,3,1,3,0,3,1,1,0,3
13099,2013-08-04,3,0,0,0,3,0,0,3,3,3,3,3,3,1
13098,2013-08-03,1,3,0,3,1,3,0,3,1,0,3,3,1,3
13097,2013-08-02,0,3,0,0,0,3,3,3,0,1,1,0,3,3
13096,2013-08-01,0,3,0,0,3,0,3,3,3,3,3,1,1,1
13095,2013-07-29,3,0,0,1,3,3,3,1,3,3,3,3,1,1
13094,2013-07-28,*,1,0,3,0,3,1,3,1,1,1,0,3,3
13093,2013-07-26,3,0,0,3,3,3,1,1,3,0,0,1,0,1
13092,2013-07-25,0,3,0,3,0,1,3,3,3,0,0,3,3,1
13091,2013-07-22,1,0,3,0,3,0,3,1,3,1,1,*,0,3
13090,2013-07-19,3,1,3,3,0,3,3,0,1,3,0,1,3,1
13089,2013-07-18,3,0,3,1,0,3,1,1,3,0,3,0,0,0
13088,2013-07-15,3,0,0,3,0,1,3,0,3,3,3,1,3,0
13087,2013-07-14,0,3,3,3,0,3,1,3,0,3,1,0,3,1
13086,2013-07-12,3,0,3,0,3,0,0,0,1,3,3,3,3,0
13085,2013-07-08,3,0,3,0,3,3,0,1,0,3,3,0,3,3
13084,2013-07-07,0,1,3,3,3,1,1,1,0,0,1,1,1,1
13083,2013-07-05,0,1,3,0,3,0,1,1,1,1,3,0,3,1
13082,2013-06-25,0,3,0,1,3,1,3,0,3,3,3,0,3,1
13081,2013-06-17,0,3,0,3,3,0,3,0,0,0,1,1,3,1
13080,2013-06-12,0,3,0,3,1,3,0,3,1,0,3,1,3,3
13079,2013-06-10,3,0,1,0,3,0,1,1,1,0,3,3,3,3
13078,2013-06-08,0,0,1,0,3,3,3,1,1,0,0,3,1,3
13077,2013-06-06,1,3,0,1,0,3,1,0,0,3,3,3,3,0
13076,2013-06-02,3,0,3,3,3,1,3,3,3,0,1,0,3,3
13075,2013-05-31,1,0,0,1,3,0,1,3,3,1,0,0,1,3
13074,2013-05-27,0,1,0,1,0,3,0,3,3,1,1,1,0,3
13073,2013-05-25,1,1,1,3,1,3,3,3,3,0,3,1,0,3
13072,2013-05-20,3,3,0,0,1,0,3,1,3,1,0,3,0,0
13071,2013-05-19,3,0,0,1,3,0,3,0,1,3,3,1,1,3
13070,2013-05-18,1,0,1,0,3,3,0,3,1,1,0,0,3,3
13069,2013-05-13,3,0,3,0,0,1,3,3,0,1,3,3,1,3
13068,2013-05-12,0,3,3,0,0,0,0,0,1,1,1,3,3,3
13067,2013-05-11,1,1,3,0,3,0,0,0,1,1,3,1,3,3
13066,2013-05-09,0,3,1,0,0,0,0,0,0,0,1,0,*,3
13065,2013-05-06,1,0,3,1,3,3,3,3,3,3,3,3,3,3
13064,2013-05-05,0,0,0,1,3,0,1,0,1,3,1,0,1,3
13063,2013-05-04,0,3,3,3,1,1,0,3,0,0,3,3,1,3
13062,2013-05-02,0,0,3,1,0,1,1,0,0,0,3,3,3,0
13061,2013-04-29,1,1,3,1,3,0,3,3,0,3,0,3,1,3
13060,2013-04-28,3,0,1,0,3,3,3,0,3,3,3,0,1,0
13059,2013-04-27,0,3,0,0,1,1,1,0,0,3,1,3,1,0
13058,2013-04-26,3,3,1,0,3,3,3,3,3,3,0,3,3,0
13057,2013-04-22,1,3,3,0,1,1,1,3,3,0,3,1,1,0
13056,2013-04-21,0,0,3,1,1,3,3,3,3,3,0,3,3,3
13055,2013-04-20,3,0,3,3,1,0,3,1,0,3,3,3,1,1
13054,2013-04-18,1,3,1,0,1,1,3,3,3,0,3,0,0,1
13053,2013-04-15,0,0,3,3,1,3,0,0,1,1,0,3,0,0
13052,2013-04-14,3,1,3,1,1,3,1,0,0,1,1,3,3,1
13051,2013-04-13,3,1,1,0,1,1,1,3,0,1,1,0,3,0
13050,2013-04-12,0,3,3,1,3,0,3,3,1,0,3,1,1,1
13049,2013-04-08,1,3,3,1,1,1,1,0,3,3,0,3,0,1
13048,2013-04-07,1,0,0,1,3,3,0,0,0,1,3,3,3,3
13047,2013-04-06,3,3,0,3,3,1,1,1,1,1,3,1,3,3
13046,2013-04-05,0,0,3,0,0,3,3,1,1,3,3,3,3,1
13045,2013-04-02,3,3,0,3,1,1,3,1,0,1,1,0,3,1
13044,2013-03-31,3,3,0,3,3,3,0,3,0,1,3,0,3,0
13043,2013-03-30,1,1,3,0,0,3,1,3,3,0,0,1,3,3
13042,2013-03-27,3,0,0,0,3,3,1,0,1,0,1,3,3,3
13041,2013-03-23,0,1,0,3,*,0,0,0,3,1,0,3,1,1
13040,2013-03-18,0,3,3,3,3,3,0,*,3,3,0,3,3,1
13039,2013-03-17,3,3,1,0,3,3,3,0,1,1,0,0,3,3
13038,2013-03-16,1,3,3,3,3,1,1,3,*,1,3,1,0,1
13037,2013-03-15,3,1,3,0,3,0,3,1,3,3,0,1,3,3
13036,2013-03-11,3,3,1,0,3,3,3,3,0,0,0,1,0,0
13035,2013-03-10,1,3,0,3,3,3,3,0,0,1,3,1,3,3
13034,2013-03-09,0,3,3,0,0,3,3,1,0,3,1,1,1,3
13033,2013-03-08,3,0,3,1,1,0,3,0,3,3,3,1,1,3
13032,2013-03-04,3,0,1,3,0,3,0,0,3,3,1,1,1,3
13031,2013-03-03,3,3,3,3,0,0,0,1,1,3,1,0,0,3
13030,2013-03-02,0,3,0,0,1,3,3,3,0,1,3,0,1,1
13029,2013-02-28,3,0,1,0,3,3,0,1,0,3,3,3,1,3
13028,2013-02-26,1,1,0,3,3,0,3,1,1,3,3,3,3,0
13027,2013-02-24,3,3,0,0,3,3,3,1,3,1,3,0,1,0
13026,2013-02-23,1,1,3,1,0,3,3,0,1,1,3,3,3,3
13025,2013-02-22,3,0,1,3,3,1,0,3,0,0,1,0,3,3
13024,2013-02-21,0,3,3,1,3,1,0,1,3,0,3,0,3,3
13023,2013-02-18,3,0,1,0,3,3,3,0,1,3,3,3,3,0
13022,2013-02-17,0,0,1,3,3,1,3,0,3,1,3,3,3,0
13021,2013-02-16,3,3,1,1,1,3,3,1,3,1,0,3,3,0
13020,2013-02-16,3,1,3,0,3,3,0,1,1,3,0,0,3,3
13019,2013-02-16,1,1,0,3,3,0,3,1,1,3,3,3,1,0
13018,2013-02-07,0,3,3,0,3,0,3,0,0,1,3,1,3,0
13017,2013-02-04,1,0,3,0,3,3,3,3,0,0,3,1,3,3
13016,2013-02-03,3,1,3,3,3,1,0,0,3,0,3,1,0,3
13015,2013-02-02,3,3,1,1,0,0,3,1,3,1,3,3,0,3
13014,2013-02-01,0,1,1,1,1,1,3,1,3,3,3,3,1,3
13013,2013-01-28,3,0,0,3,0,1,3,1,3,3,3,3,0,3
13012,2013-01-27,0,3,3,3,1,3,0,1,0,1,1,3,1,0
13011,2013-01-26,3,0,1,0,1,1,3,3,3,0,*,*,1,*
13010,2013-01-25,3,1,3,3,1,1,0,1,0,*,1,1,0,3
13009,2013-01-21,3,1,1,0,1,3,3,1,0,0,1,3,0,3
13008,2013-01-20,3,3,0,3,1,0,1,3,3,1,1,3,0,1
13007,2013-01-19,3,3,1,3,1,*,0,3,3,0,3,*,*,*
13006,2013-01-14,3,0,3,1,3,3,1,3,3,1,3,0,3,3
13005,2013-01-13,0,1,1,1,3,0,3,3,3,1,3,0,0,3
13004,2013-01-12,0,1,3,3,1,1,0,3,3,3,0,1,1,0
13003,2013-01-07,1,0,3,0,3,3,0,3,3,3,3,3,1,3
13002,2013-01-06,3,3,1,0,1,1,1,3,0,1,0,3,1,1
13001,2013-01-03,3,1,3,3,0,1,0,3,0,0,3,1,3,3
12178,2012-12-31,0,0,3,0,3,1,3,0,0,0,3,3,1,0
12177,2012-12-27,3,1,3,0,0,1,3,0,3,3,1,3,0,0
12176,2012-12-23,3,3,0,1,3,0,3,0,1,0,3,0,0,3
12175,2012-12-22,3,0,1,0,1,3,0,0,0,1,1,3,0,3
12174,2012-12-20,1,1,0,0,0,3,3,3,3,3,3,1,0,0
12173,2012-12-17,0,1,3,3,3,3,1,3,0,0,3,1,0,3
12172,2012-12-16,0,3,3,3,1,3,0,3,3,1,0,1,3,0
12171,2012-12-15,1,0,3,1,3,1,3,3,1,1,3,3,1,3
12170,2012-12-14,1,3,1,0,0,3,3,3,3,3,1,0,0,*
12169,2012-12-10,0,3,0,3,3,0,0,0,3,0,3,3,3,0
12168,2012-12-09,3,1,3,0,0,1,3,0,0,3,3,3,3,3
12167,2012-12-08,3,3,3,0,1,1,*,*,0,*,*,*,*,3
12166,2012-12-07,3,0,3,0,3,0,0,1,1,3,0,3,3,1
12165,2012-12-06,3,1,3,0,1,3,3,3,0,3,0,1,0,0
12164,2012-12-03,3,0,1,0,3,0,3,3,3,1,1,1,0,0
12163,2012-12-02,0,0,3,1,1,0,0,3,1,1,3,0,1,3
12162,2012-12-01,3,1,1,0,3,1,1,3,0,3,1,1,3,1
12161,2012-11-29,1,3,3,1,1,3,3,0,0,3,3,0,3,0
12160,2012-11-28,1,3,1,3,1,1,3,3,3,0,1,0,3,3
12159,2012-11-26,3,1,3,1,0,1,0,1,0,3,3,1,3,0
12158,2012-11-25,1,3,3,3,1,3,1,0,1,1,3,3,3,3
12157,2012-11-24,3,3,1,0,1,0,0,0,0,3,3,3,0,1
12156,2012-11-23,0,1,3,1,*,1,3,1,0,3,1,3,0,0
12155,2012-11-22,0,3,1,3,3,3,1,0,3,3,3,0,0,1
12154,2012-11-19,0,3,0,3,3,3,3,1,1,3,3,0,1,3
12153,2012-11-18,3,3,0,3,3,3,1,3,0,3,0,3,1,1
12152,2012-11-15,0,1,3,0,1,3,0,1,3,0,0,0,0,0
12151,2012-11-12,0,1,3,1,0,1,3,0,3,3,3,3,0,0
12150,2012-11-11,1,3,1,1,3,0,0,0,3,3,1,1,1,0
12149,2012-11-10,3,1,1,0,0,0,1,3,1,3,1,1,0,3
12148,2012-11-09,3,0,1,1,3,0,3,1,0,0,3,3,3,1
12147,2012-11-08,1,3,1,3,1,3,1,1,3,3,3,3,3,0
12146,2012-11-05,1,3,3,3,3,1,3,1,0,3,3,0,0,1
12145,2012-11-04,1,3,0,1,0,1,3,1,1,3,3,0,3,0
12144,2012-11-03,1,3,1,0,1,0,0,1,3,3,3,3,0,0
12143,2012-11-01,1,3,3,1,1,3,3,3,3,3,3,3,1,1
12142,2012-10-29,3,0,0,3,0,0,1,0,0,3,3,0,3,0
12141,2012-10-28,3,1,1,3,3,3,0,3,0,1,1,3,3,0
12140,2012-10-27,0,1,3,3,0,1,*,0,3,3,3,3,0,1
12139,2012-10-26,3,3,1,1,0,0,3,3,3,3,3,1,3,3
12138,2012-10-25,3,1,3,0,0,3,3,3,0,0,0,3,3,3
12137,2012-10-22,1,1,0,1,3,3,3,3,1,0,1,0,3,0
12136,2012-10-21,3,3,3,3,0,3,1,0,3,0,0,3,3,3
12135,2012-10-20,1,3,0,0,1,3,3,3,3,0,0,1,3,3
12134,2012-10-17,3,3,1,3,3,0,1,0,1,0,1,1,3,3
12133,2012-10-13,3,0,3,0,1,0,1,3,0,0,1,1,3,3
12132,2012-10-08,1,3,0,3,0,3,0,0,0,3,0,3,1,3
12131,2012-10-07,3,1,3,1,0,3,3,3,3,0,3,1,0,3
12130,2012-10-06,3,1,1,3,0,3,3,1,0,3,3,3,0,0
12129,2012-10-05,0,3,3,0,1,3,0,3,0,3,0,3,3,3
12128,2012-10-04,0,0,1,3,3,0,0,0,3,3,1,0,0,1
12127,2012-10-01,1,3,0,0,3,0,3,0,3,3,3,3,3,0
12126,2012-09-30,3,0,0,1,3,3,0,0,3,3,1,0,3,0
12125,2012-09-29,1,0,3,3,3,1,0,1,3,3,0,0,0,3
12124,2012-09-27,1,0,3,0,0,3,3,0,1,3,1,1,3,0
12123,2012-09-24,0,1,3,3,*,1,0,0,3,3,1,1,0,3
12122,2012-09-23,3,3,3,1,0,0,1,3,3,1,3,3,3,3
12121,2012-09-22,0,0,3,3,3,1,1,1,0,3,1,0,0,1
12120,2012-09-21,0,1,0,1,1,1,1,3,1,1,3,1,1,3
12119,2012-09-20,0,3,0,0,1,3,3,3,1,3,0,1,3,3
12118,2012-09-17,0,3,3,3,1,0,0,0,0,3,3,1,1,3
12117,2012-09-16,3,3,3,3,1,1,1,3,0,3,3,1,0,3
12116,2012-09-15,1,1,3,1,1,1,1,1,0,1,0,3,3,0
12115,2012-09-12,1,3,0,0,3,0,3,1,3,0,0,1,0,1
12114,2012-09-08,0,0,0,3,3,1,3,0,3,3,3,0,3,3
12113,2012-09-03,1,0,3,0,1,3,3,0,3,3,3,3,3,3
12112,2012-09-02,1,1,3,1,3,1,3,3,0,3,1,3,0,1
12111,2012-09-01,0,0,0,3,3,3,1,3,3,3,3,0,3,0
12110,2012-08-31,0,1,3,3,3,3,1,3,1,3,3,3,1,3
12109,2012-08-30,1,0,1,3,1,3,3,1,3,0,1,3,3,0
12108,2012-08-27,1,1,0,3,1,1,0,3,0,0,0,3,1,1
12107,2012-08-26,0,3,1,0,*,1,3,3,0,0,1,0,3,3
12106,2012-08-25,3,3,3,3,1,3,1,3,1,0,3,0,0,3
12105,2012-08-24,3,0,1,0,1,0,1,0,0,0,1,3,0,3
12104,2012-08-22,3,0,3,0,0,3,1,3,3,1,3,0,3,0
12103,2012-08-20,3,0,1,3,1,3,1,3,3,3,3,3,3,1
12102,2012-08-19,1,3,0,1,3,3,3,0,3,3,3,3,3,3
12101,2012-08-18,3,3,3,0,1,1,3,3,0,0,3,0,1,3
12100,2012-08-13,3,0,3,0,0,1,0,3,3,3,0,3,0,3
12099,2012-08-12,3,0,0,0,0,0,0,1,3,1,1,3,1,3
12098,2012-08-11,1,0,3,1,1,3,3,3,3,3,3,0,0,3
12097,2012-08-10,0,3,0,0,0,1,3,3,3,3,0,3,3,1
12096,2012-08-09,0,0,0,3,1,0,0,0,1,0,0,3,3,0
12095,2012-08-06,3,3,1,0,3,0,0,3,0,3,3,1,0,3
12094,2012-08-05,1,1,1,3,3,1,0,1,1,0,1,1,3,1
12093,2012-08-03,1,3,3,3,1,1,3,1,0,0,0,3,1,3
12092,2012-08-02,3,0,1,3,0,0,3,3,1,3,0,3,1,3
12091,2012-07-30,1,0,0,0,1,3,3,1,1,0,3,3,1,3
12090,2012-07-27,0,0,3,3,3,1,3,0,3,0,0,1,3,0
12089,2012-07-26,1,3,3,1,3,3,3,0,0,3,1,1,3,0
12088,2012-07-23,3,3,0,3,3,0,3,3,0,0,0,3,1,3
12087,2012-07-20,1,1,1,3,3,1,3,1,3,3,3,3,1,0
12086,2012-07-19,3,3,3,3,3,1,0,1,3,3,1,3,0,3
12085,2012-07-16,3,1,3,3,0,3,0,3,3,0,3,3,0,3
12084,2012-07-13,3,3,3,3,0,1,0,3,0,0,3,3,3,3
12083,2012-07-09,1,1,1,3,1,3,3,1,1,3,0,3,3,3
12082,2012-07-06,1,0,3,3,3,0,3,3,0,3,3,3,1,0
12081,2012-07-02,1,3,3,1,1,1,3,3,1,0,1,3,0,3
12080,2012-07-01,1,0,3,1,3,0,3,0,1,0,3,3,3,0
12079,2012-06-25,1,3,1,3,3,3,0,0,3,1,3,0,0,1
12078,2012-06-20,3,3,0,3,0,3,3,3,3,0,3,3,3,3
12077,2012-06-16,1,1,3,1,0,1,0,1,0,0,1,3,0,0
12076,2012-06-12,3,0,3,3,1,3,0,3,1,0,1,3,3,3
12075,2012-06-08,3,3,1,3,0,3,1,3,3,3,1,1,0,1
12074,2012-06-04,3,1,3,0,0,3,1,0,3,3,0,1,0,0
12073,2012-06-02,0,1,3,0,3,3,0,3,3,3,3,0,3,0
12072,2012-05-29,3,3,3,1,*,0,3,3,3,1,3,1,3,0
12071,2012-05-27,3,3,0,1,0,3,0,3,1,3,0,3,1,0
12070,2012-05-25,3,1,1,3,1,3,1,3,1,3,1,3,3,1
12069,2012-05-21,0,0,0,0,0,3,3,0,0,3,3,3,1,0
12068,2012-05-20,1,3,0,1,3,0,3,3,3,1,0,0,1,1
12067,2012-05-18,3,1,3,1,0,1,1,3,3,3,0,3,0,*
12066,2012-05-14,3,3,3,1,0,3,3,0,0,3,3,3,1,0
12065,2012-05-13,3,3,0,3,3,3,0,3,3,0,3,3,1,0
12064,2012-05-07,1,1,3,3,1,3,0,3,0,3,3,1,3,0
12063,2012-05-06,3,0,0,3,3,0,3,3,3,0,0,1,0,1
12062,2012-05-05,3,3,1,3,0,0,3,0,3,3,0,1,1,3
12061,2012-05-03,0,1,3,0,3,1,1,3,0,1,3,3,0,3
12060,2012-05-02,0,1,1,3,3,0,1,1,3,1,3,3,1,3
12059,2012-04-30,0,3,3,0,3,0,1,3,0,3,3,0,3,3
12058,2012-04-29,3,1,1,1,1,3,0,0,3,1,3,3,1,3
12057,2012-04-28,1,3,0,3,1,1,3,3,0,0,3,1,0,3
12056,2012-04-27,1,3,3,0,3,3,3,1,0,0,0,0,0,3
12055,2012-04-23,0,0,1,1,1,1,3,0,1,3,3,0,3,3
12054,2012-04-22,1,3,1,3,3,3,1,1,0,0,0,3,1,3
12053,2012-04-21,1,1,1,1,1,3,1,1,0,0,1,3,3,0
12052,2012-04-20,1,3,3,3,3,3,3,1,3,1,1,3,3,3
12051,2012-04-16,0,*,*,*,*,*,*,*,3,1,3,1,3,0
12050,2012-04-15,1,3,3,0,0,1,0,3,0,1,*,*,3,0
12049,2012-04-12,3,3,1,3,0,3,3,3,0,1,0,3,3,1
12048,2012-04-11,3,3,0,1,1,0,1,0,3,0,3,0,1,0
12047,2012-04-09,3,3,3,1,1,1,1,3,1,1,3,3,3,3
12046,2012-04-08,0,3,1,1,3,3,1,0,0,1,3,3,0,3
12045,2012-04-07,0,3,3,0,0,1,3,1,3,0,3,1,3,3
12044,2012-04-06,1,1,0,1,3,3,3,3,1,3,0,1,3,3
12043,2012-04-02,3,3,3,1,0,3,3,3,1,0,3,1,1,3
